description,industry,level,size,line_code,value
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Non-metallic mineral product,2,total,C3002.03,42
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Metal product,2,total,C3002.03,180
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Transport and industrial machinery & equipment,2,total,C3002.03,234
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Other machinery & equipment,2,total,C3002.03,84
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Other manufacturing,2,total,C3002.03,123
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,"Electricity, gas, water, & waste services",1,total,C3002.03,15
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Construction,1,total,C3002.03,420
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Wholesale trade,1,total,C3002.03,1416
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Machinery & equipment wholesaling,2,total,C3002.03,519
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Other wholesale trade,2,total,C3002.03,894
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Retail trade,1,total,C3002.03,1104
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Accommodation & food services,1,total,C3002.03,237
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,"Transport, postal, & warehousing",1,total,C3002.03,33
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Information media & telecommunications,1,total,C3002.03,69
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Publishing,2,total,C3002.03,12
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Motion picture,2,total,C3002.03,30
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Telecommunications,2,total,C3002.03,21
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Financial & insurance services,1,total,C3002.03,12
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Finance,2,total,C3002.03,6
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Insurance,2,total,C3002.03,0
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Auxiliary,2,total,C3002.03,6
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,"Rental, hiring, & real estate services",1,total,C3002.03,81
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,"Professional, scientific, & technical services",1,total,C3002.03,420
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Computer systems design,2,total,C3002.03,87
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Other professional scientific,2,total,C3002.03,336
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Administrative & support services,1,total,C3002.03,60
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Education & training,1,total,C3002.03,36
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Health care & social assistance,1,total,C3002.03,165
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Arts & recreation services,1,total,C3002.03,114
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,Other services,1,total,C3002.03,225
Where did this business directly source the following goods and services? - finished goods for resale - NZ and overseas,total,0,total,C3002.03,5667
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,total,0,6–19 employees,C3002.04,16812
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,total,0,20–49 employees,C3002.04,3936
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,total,0,50–99 employees,C3002.04,1215
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,total,0,100+ employees,C3002.04,1038
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Agriculture, forestry, & fishing",1,total,C3002.04,3150
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Agriculture,2,total,C3002.04,2145
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Commercial fishing,2,total,C3002.04,36
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Forestry & logging,2,total,C3002.04,216
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Agriculture, forestry, & fishing support services",2,total,C3002.04,753
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Mining,1,total,C3002.04,78
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Manufacturing,1,total,C3002.04,1911
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Food, beverage, & tobacco",2,total,C3002.04,555
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Textile, clothing, footwear, & leather",2,total,C3002.04,84
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Wood & paper product,2,total,C3002.04,288
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Printing, publishing, & recorded media",2,total,C3002.04,63
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Petroleum, coal, chemical, & associated product",2,total,C3002.04,156
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Non-metallic mineral product,2,total,C3002.04,63
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Metal product,2,total,C3002.04,312
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Transport and industrial machinery & equipment,2,total,C3002.04,201
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Other machinery & equipment,2,total,C3002.04,75
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Other manufacturing,2,total,C3002.04,117
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Electricity, gas, water, & waste services",1,total,C3002.04,123
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Construction,1,total,C3002.04,2685
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Wholesale trade,1,total,C3002.04,444
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Machinery & equipment wholesaling,2,total,C3002.04,87
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Other wholesale trade,2,total,C3002.04,354
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Retail trade,1,total,C3002.04,651
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Accommodation & food services,1,total,C3002.04,2403
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Transport, postal, & warehousing",1,total,C3002.04,1215
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Information media & telecommunications,1,total,C3002.04,246
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Publishing,2,total,C3002.04,93
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Motion picture,2,total,C3002.04,72
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Telecommunications,2,total,C3002.04,78
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Financial & insurance services,1,total,C3002.04,540
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Finance,2,total,C3002.04,174
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Insurance,2,total,C3002.04,36
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Auxiliary,2,total,C3002.04,336
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Rental, hiring, & real estate services",1,total,C3002.04,780
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,"Professional, scientific, & technical services",1,total,C3002.04,3660
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Computer systems design,2,total,C3002.04,669
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Other professional scientific,2,total,C3002.04,2991
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Administrative & support services,1,total,C3002.04,1431
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Education & training,1,total,C3002.04,849
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Health care & social assistance,1,total,C3002.04,2001
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Arts & recreation services,1,total,C3002.04,261
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,Other services,1,total,C3002.04,567
Where did this business directly source the following goods and services? - finished goods for resale - not applicable,total,0,total,C3002.04,23001
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,total,0,6–19 employees,C3003.01,16971
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,total,0,20–49 employees,C3003.01,3720
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,total,0,50–99 employees,C3003.01,984
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,total,0,100+ employees,C3003.01,672
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Agriculture, forestry, & fishing",1,total,C3003.01,2076
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Agriculture,2,total,C3003.01,1317
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Commercial fishing,2,total,C3003.01,27
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Forestry & logging,2,total,C3003.01,192
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Agriculture, forestry, & fishing support services",2,total,C3003.01,543
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Mining,1,total,C3003.01,51
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Manufacturing,1,total,C3003.01,2514
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Food, beverage, & tobacco",2,total,C3003.01,471
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Textile, clothing, footwear, & leather",2,total,C3003.01,75
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Wood & paper product,2,total,C3003.01,276
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Printing, publishing, & recorded media",2,total,C3003.01,132
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Petroleum, coal, chemical, & associated product",2,total,C3003.01,123
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Non-metallic mineral product,2,total,C3003.01,84
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Metal product,2,total,C3003.01,582
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Transport and industrial machinery & equipment,2,total,C3003.01,546
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Other machinery & equipment,2,total,C3003.01,81
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Other manufacturing,2,total,C3003.01,144
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Electricity, gas, water, & waste services",1,total,C3003.01,96
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Construction,1,total,C3003.01,4002
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Wholesale trade,1,total,C3003.01,1467
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Machinery & equipment wholesaling,2,total,C3003.01,408
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Other wholesale trade,2,total,C3003.01,1056
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Retail trade,1,total,C3003.01,2616
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Accommodation & food services,1,total,C3003.01,3618
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Transport, postal, & warehousing",1,total,C3003.01,792
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Information media & telecommunications,1,total,C3003.01,132
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Publishing,2,total,C3003.01,51
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Motion picture,2,total,C3003.01,42
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Telecommunications,2,total,C3003.01,36
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Financial & insurance services,1,total,C3003.01,123
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Finance,2,total,C3003.01,48
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Insurance,2,total,C3003.01,6
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Auxiliary,2,total,C3003.01,72
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Rental, hiring, & real estate services",1,total,C3003.01,297
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,"Professional, scientific, & technical services",1,total,C3003.01,1470
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Computer systems design,2,total,C3003.01,201
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Other professional scientific,2,total,C3003.01,1272
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Administrative & support services,1,total,C3003.01,618
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Education & training,1,total,C3003.01,345
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Health care & social assistance,1,total,C3003.01,1152
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Arts & recreation services,1,total,C3003.01,201
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,Other services,1,total,C3003.01,774
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ only,total,0,total,C3003.01,22350
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,total,0,6–19 employees,C3003.02,249
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,total,0,20–49 employees,C3003.02,126
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,total,0,50–99 employees,C3003.02,30
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,total,0,100+ employees,C3003.02,30
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Agriculture, forestry, & fishing",1,total,C3003.02,6
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Agriculture,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Commercial fishing,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Forestry & logging,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Agriculture, forestry, & fishing support services",2,total,C3003.02,9
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Mining,1,total,C3003.02,9
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Manufacturing,1,total,C3003.02,144
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Food, beverage, & tobacco",2,total,C3003.02,6
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Textile, clothing, footwear, & leather",2,total,C3003.02,18
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Wood & paper product,2,total,C3003.02,15
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Printing, publishing, & recorded media",2,total,C3003.02,18
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Petroleum, coal, chemical, & associated product",2,total,C3003.02,39
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Non-metallic mineral product,2,total,C3003.02,15
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Metal product,2,total,C3003.02,18
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Transport and industrial machinery & equipment,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Other machinery & equipment,2,total,C3003.02,6
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Other manufacturing,2,total,C3003.02,3
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Electricity, gas, water, & waste services",1,total,C3003.02,3
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Construction,1,total,C3003.02,99
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Wholesale trade,1,total,C3003.02,54
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Machinery & equipment wholesaling,2,total,C3003.02,6
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Other wholesale trade,2,total,C3003.02,45
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Retail trade,1,total,C3003.02,42
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Accommodation & food services,1,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Transport, postal, & warehousing",1,total,C3003.02,24
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Information media & telecommunications,1,total,C3003.02,3
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Publishing,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Motion picture,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Telecommunications,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Financial & insurance services,1,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Finance,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Insurance,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Auxiliary,2,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Rental, hiring, & real estate services",1,total,C3003.02,3
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,"Professional, scientific, & technical services",1,total,C3003.02,12
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Computer systems design,2,total,C3003.02,3
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Other professional scientific,2,total,C3003.02,12
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Administrative & support services,1,total,C3003.02,9
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Education & training,1,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Health care & social assistance,1,total,C3003.02,15
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Arts & recreation services,1,total,C3003.02,9
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,Other services,1,total,C3003.02,0
Where did this business directly source the following goods and services? - machinery and equipment for own use - overseas only,total,0,total,C3003.02,435
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,total,0,6–19 employees,C3003.03,2937
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,total,0,20–49 employees,C3003.03,1515
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,total,0,50–99 employees,C3003.03,633
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,total,0,100+ employees,C3003.03,720
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Agriculture, forestry, & fishing",1,total,C3003.03,459
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Agriculture,2,total,C3003.03,309
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Commercial fishing,2,total,C3003.03,15
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Forestry & logging,2,total,C3003.03,24
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Agriculture, forestry, & fishing support services",2,total,C3003.03,111
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Mining,1,total,C3003.03,45
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Manufacturing,1,total,C3003.03,1584
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Food, beverage, & tobacco",2,total,C3003.03,435
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Textile, clothing, footwear, & leather",2,total,C3003.03,90
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Wood & paper product,2,total,C3003.03,165
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Printing, publishing, & recorded media",2,total,C3003.03,39
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Petroleum, coal, chemical, & associated product",2,total,C3003.03,198
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Non-metallic mineral product,2,total,C3003.03,57
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Metal product,2,total,C3003.03,225
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Transport and industrial machinery & equipment,2,total,C3003.03,162
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Other machinery & equipment,2,total,C3003.03,87
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Other manufacturing,2,total,C3003.03,123
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Electricity, gas, water, & waste services",1,total,C3003.03,51
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Construction,1,total,C3003.03,435
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Wholesale trade,1,total,C3003.03,540
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Machinery & equipment wholesaling,2,total,C3003.03,192
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Other wholesale trade,2,total,C3003.03,348
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Retail trade,1,total,C3003.03,369
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Accommodation & food services,1,total,C3003.03,534
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Transport, postal, & warehousing",1,total,C3003.03,183
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Information media & telecommunications,1,total,C3003.03,102
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Publishing,2,total,C3003.03,9
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Motion picture,2,total,C3003.03,51
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Telecommunications,2,total,C3003.03,39
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Financial & insurance services,1,total,C3003.03,36
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Finance,2,total,C3003.03,15
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Insurance,2,total,C3003.03,3
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Auxiliary,2,total,C3003.03,21
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Rental, hiring, & real estate services",1,total,C3003.03,99
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,"Professional, scientific, & technical services",1,total,C3003.03,684
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Computer systems design,2,total,C3003.03,153
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Other professional scientific,2,total,C3003.03,534
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Administrative & support services,1,total,C3003.03,111
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Education & training,1,total,C3003.03,42
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Health care & social assistance,1,total,C3003.03,204
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Arts & recreation services,1,total,C3003.03,120
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,Other services,1,total,C3003.03,207
Where did this business directly source the following goods and services? - machinery and equipment for own use - NZ and overseas,total,0,total,C3003.03,5811
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,total,0,6–19 employees,C3003.04,12369
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,total,0,20–49 employees,C3003.04,2532
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,total,0,50–99 employees,C3003.04,675
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,total,0,100+ employees,C3003.04,540
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Agriculture, forestry, & fishing",1,total,C3003.04,1179
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Agriculture,2,total,C3003.04,843
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Commercial fishing,2,total,C3003.04,12
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Forestry & logging,2,total,C3003.04,39
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Agriculture, forestry, & fishing support services",2,total,C3003.04,285
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Mining,1,total,C3003.04,12
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Manufacturing,1,total,C3003.04,1050
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Food, beverage, & tobacco",2,total,C3003.04,219
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Textile, clothing, footwear, & leather",2,total,C3003.04,87
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Wood & paper product,2,total,C3003.04,75
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Printing, publishing, & recorded media",2,total,C3003.04,57
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Petroleum, coal, chemical, & associated product",2,total,C3003.04,102
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Non-metallic mineral product,2,total,C3003.04,36
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Metal product,2,total,C3003.04,162
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Transport and industrial machinery & equipment,2,total,C3003.04,162
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Other machinery & equipment,2,total,C3003.04,60
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Other manufacturing,2,total,C3003.04,90
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Electricity, gas, water, & waste services",1,total,C3003.04,30
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Construction,1,total,C3003.04,1263
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Wholesale trade,1,total,C3003.04,1113
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Machinery & equipment wholesaling,2,total,C3003.04,366
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Other wholesale trade,2,total,C3003.04,747
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Retail trade,1,total,C3003.04,1734
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Accommodation & food services,1,total,C3003.04,2148
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Transport, postal, & warehousing",1,total,C3003.04,585
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Information media & telecommunications,1,total,C3003.04,162
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Publishing,2,total,C3003.04,78
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Motion picture,2,total,C3003.04,36
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Telecommunications,2,total,C3003.04,48
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Financial & insurance services,1,total,C3003.04,438
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Finance,2,total,C3003.04,138
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Insurance,2,total,C3003.04,27
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Auxiliary,2,total,C3003.04,276
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Rental, hiring, & real estate services",1,total,C3003.04,594
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,"Professional, scientific, & technical services",1,total,C3003.04,2424
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Computer systems design,2,total,C3003.04,486
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Other professional scientific,2,total,C3003.04,1938
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Administrative & support services,1,total,C3003.04,1023
Where did this business directly source the following goods and services? - machinery and equipment for own use - not applicable,Education & training,1,total,C3003.04,597
